order_id,order_timestamp,order_details_id,pizza_id,quantity
22,2023-01-01 16:32:44,55,classic_dlx_m,1
22,2023-01-01 16:32:44,56,five_cheese_l,2
23,2023-01-01 17:06:33,57,potato_s,1
24,2023-01-01 17:08:13,58,bbq_ckn_m,1
24,2023-01-01 17:08:13,59,pepperoni_m,1
24,2023-01-01 17:08:13,60,super_supreme_m,1
24,2023-01-01 17:08:13,61,super_supreme_s,1
25,2023-01-01 17:26:23,62,spin_pesto_m,1
25,2023-01-01 17:26:23,63,thai_ckn_l,1
26,2023-01-01 17:29:10,64,classic_dlx_s,1
26,2023-01-01 17:29:10,65,potato_l,1
27,2023-01-01 17:43:20,66,bbq_ckn_l,1
27,2023-01-01 17:43:20,67,classic_dlx_m,1
27,2023-01-01 17:43:20,68,pepperoni_l,1
28,2023-01-01 18:10:01,69,thai_ckn_s,1
29,2023-01-01 18:12:37,70,green_garden_s,1
30,2023-01-01 18:20:19,71,thai_ckn_l,1
31,2023-01-01 18:41:13,72,green_garden_m,1
31,2023-01-01 18:41:13,73,pepperoni_s,1
32,2023-01-01 19:01:13,74,big_meat_s,1
32,2023-01-01 19:01:13,75,green_garden_l,1
32,2023-01-01 19:01:13,76,hawaiian_m,1
32,2023-01-01 19:01:13,77,potato_l,1
33,2023-01-01 19:15:46,78,bbq_ckn_l,1
33,2023-01-01 19:15:46,79,green_garden_s,1
34,2023-01-01 19:41:40,80,pepperoni_s,1
35,2023-01-01 20:37:13,81,green_garden_m,1
35,2023-01-01 20:37:13,82,pepperoni_l,1
35,2023-01-01 20:37:13,83,pepperoni_m,1
35,2023-01-01 20:37:13,84,thai_ckn_l,1
36,2023-01-01 21:42:50,85,bbq_ckn_m,1
36,2023-01-01 21:42:50,86,classic_dlx_m,1
37,2023-01-01 21:58:08,87,hawaiian_l,1
37,2023-01-01 21:58:08,88,prsc_rucola_l,1
38,2023-01-01 22:22:45,89,hawaiian_s,1
38,2023-01-01 22:22:45,90,pepperoni_l,1
39,2023-01-01 22:27:25,91,pepperoni_l,1
40,2023-01-02 11:45:49,92,bulgogi_l,1
40,2023-01-02 11:45:49,93,hawaiian_s,1
41,2023-01-02 12:05:39,94,five_cheese_m,1
41,2023-01-02 12:05:39,95,green_garden_s,1
42,2023-01-02 12:27:35,96,big_meat_s,1
42,2023-01-02 12:27:35,97,five_cheese_l,1
42,2023-01-02 12:27:35,98,potato_l,1
42,2023-01-02 12:27:35,99,spin_pesto_m,1
43,2023-01-02 12:49:31,100,hawaiian_l,1
43,2023-01-02 12:49:31,101,pepperoni_m,2
44,2023-01-02 13:14:19,102,spin_pesto_s,1
45,2023-01-02 13:16:36,103,classic_dlx_l,1
45,2023-01-02 13:16:36,104,hawaiian_s,1
45,2023-01-02 13:16:36,105,thai_ckn_m,1
46,2023-01-02 13:20:17,106,bbq_ckn_l,1
46,2023-01-02 13:20:17,107,classic_dlx_l,1
46,2023-01-02 13:20:17,108,thai_ckn_m,1
47,2023-01-02 13:33:48,109,potato_l,1
47,2023-01-02 13:33:48,110,super_supreme_s,1
48,2023-01-02 13:39:34,111,bulgogi_m,1
48,2023-01-02 13:39:34,112,classic_dlx_l,1
48,2023-01-02 13:39:34,113,green_garden_s,1
48,2023-01-02 13:39:34,114,potato_l,1
49,2023-01-02 13:43:53,115,bbq_ckn_l,1
50,2023-01-02 13:51:12,116,super_supreme_l,1
51,2023-01-02 14:43:26,117,bbq_ckn_l,1
51,2023-01-02 14:43:26,118,super_supreme_l,1
52,2023-01-02 15:52:36,119,big_meat_l,1
52,2023-01-02 15:52:36,120,classic_dlx_l,1
52,2023-01-02 15:52:36,121,hawaiian_l,1
53,2023-01-02 16:05:16,122,green_garden_s,1
53,2023-01-02 16:05:16,123,thai_ckn_m,1
54,2023-01-02 16:32:50,124,super_supreme_m,1
54,2023-01-02 16:32:50,125,thai_ckn_l,1
55,2023-01-02 16:50:39,126,classic_dlx_l,1
55,2023-01-02 16:50:39,127,pepperoni_s,1
56,2023-01-02 17:02:03,128,classic_dlx_l,1
56,2023-01-02 17:02:03,129,classic_dlx_m,1
56,2023-01-02 17:02:03,130,thai_ckn_m,1
57,2023-01-02 17:44:23,131,classic_dlx_m,1
58,2023-01-02 18:00:28,132,five_cheese_l,1
58,2023-01-02 18:00:28,133,pepperoni_m,1
59,2023-01-02 18:22:26,134,pepperoni_l,1
59,2023-01-02 18:22:26,135,pepperoni_s,1
59,2023-01-02 18:22:26,136,super_supreme_s,1
60,2023-01-02 18:55:31,137,hawaiian_m,1
60,2023-01-02 18:55:31,138,prsc_rucola_l,1
61,2023-01-02 19:20:11,139,bbq_ckn_m,1
61,2023-01-02 19:20:11,140,potato_l,1
62,2023-01-02 19:38:11,141,bbq_ckn_m,1
62,2023-01-02 19:38:11,142,spin_pesto_m,1
63,2023-01-02 19:54:11,143,hawaiian_m,1
64,2023-01-02 21:15:19,144,big_meat_s,1
65,2023-01-02 22:10:05,145,bulgogi_s,1
65,2023-01-02 22:10:05,146,classic_dlx_s,1
65,2023-01-02 22:10:05,147,green_garden_s,1
65,2023-01-02 22:10:05,148,hawaiian_m,1
66,2023-01-02 22:22:20,149,classic_dlx_m,1
66,2023-01-02 22:22:20,150,pepperoni_m,1
67,2023-01-03 11:32:31,151,super_supreme_l,1
68,2023-01-03 11:37:28,152,big_meat_m,1
68,2023-01-03 11:37:28,153,bulgogi_l,1
68,2023-01-03 11:37:28,154,classic_dlx_m,1
69,2023-01-03 11:54:59,155,bbq_ckn_l,1
70,2023-01-03 11:57:57,156,big_meat_s,1
70,2023-01-03 11:57:57,157,potato_l,1
71,2023-01-03 12:21:13,158,thai_ckn_l,1
72,2023-01-03 12:45:20,159,bbq_ckn_l,1
73,2023-01-03 12:46:16,160,thai_ckn_s,1
74,2023-01-03 12:59:21,161,five_cheese_l,1
74,2023-01-03 12:59:21,162,spin_pesto_s,1
74,2023-01-03 12:59:21,163,super_supreme_l,2
75,2023-01-03 13:10:02,164,classic_dlx_l,1
75,2023-01-03 13:10:02,165,classic_dlx_s,1
75,2023-01-03 13:10:02,166,super_supreme_l,1
76,2023-01-03 13:18:13,167,big_meat_s,1
76,2023-01-03 13:18:13,168,hawaiian_l,2
76,2023-01-03 13:18:13,169,prsc_rucola_l,1
77,2023-01-03 13:37:22,170,bbq_ckn_m,1
77,2023-01-03 13:37:22,171,hawaiian_m,1
78,2023-01-03 13:46:20,172,big_meat_s,1
78,2023-01-03 13:46:20,173,classic_dlx_l,1
78,2023-01-03 13:46:20,174,classic_dlx_s,1
78,2023-01-03 13:46:20,175,hawaiian_m,1
78,2023-01-03 13:46:20,176,super_supreme_l,3
78,2023-01-03 13:46:20,177,thai_ckn_s,1
79,2023-01-03 13:50:49,178,classic_dlx_l,1
79,2023-01-03 13:50:49,179,hawaiian_s,1
79,2023-01-03 13:50:49,180,thai_ckn_l,1
80,2023-01-03 14:15:37,181,pepperoni_s,1
80,2023-01-03 14:15:37,182,thai_ckn_m,1
81,2023-01-03 15:45:32,183,thai_ckn_l,1
82,2023-01-03 15:59:06,184,bbq_ckn_m,1
82,2023-01-03 15:59:06,185,big_meat_s,1
82,2023-01-03 15:59:06,186,five_cheese_l,1
82,2023-01-03 15:59:06,187,pepperoni_m,1
83,2023-01-03 16:04:28,188,big_meat_s,1
84,2023-01-03 16:41:31,189,pepperoni_l,1
85,2023-01-03 16:53:03,190,bbq_ckn_l,1
85,2023-01-03 16:53:03,191,classic_dlx_m,1
85,2023-01-03 16:53:03,192,classic_dlx_s,1
85,2023-01-03 16:53:03,193,spin_pesto_m,1
86,2023-01-03 17:28:45,194,hawaiian_l,1
87,2023-01-03 17:28:50,195,bbq_ckn_m,1
87,2023-01-03 17:28:50,196,big_meat_m,1
87,2023-01-03 17:28:50,197,classic_dlx_l,1
87,2023-01-03 17:28:50,198,hawaiian_s,1
88,2023-01-03 17:41:53,199,five_cheese_l,1
89,2023-01-03 17:47:04,200,bbq_ckn_l,1
89,2023-01-03 17:47:04,201,thai_ckn_l,1
90,2023-01-03 18:46:33,202,pepperoni_l,1
90,2023-01-03 18:46:33,203,thai_ckn_s,1
91,2023-01-03 18:59:45,204,bbq_ckn_l,2
91,2023-01-03 18:59:45,205,pepperoni_s,1
91,2023-01-03 18:59:45,206,super_supreme_s,1
92,2023-01-03 19:07:52,207,bbq_ckn_m,1
92,2023-01-03 19:07:52,208,bulgogi_l,1
92,2023-01-03 19:07:52,209,bulgogi_s,1
92,2023-01-03 19:07:52,210,five_cheese_s,1
92,2023-01-03 19:07:52,211,green_garden_m,1
92,2023-01-03 19:07:52,212,pepperoni_m,2
92,2023-01-03 19:07:52,213,prsc_rucola_s,1
92,2023-01-03 19:07:52,214,super_supreme_m,2
93,2023-01-03 19:07:56,215,potato_m,1
94,2023-01-03 19:15:08,216,five_cheese_s,1
94,2023-01-03 19:15:08,217,super_supreme_m,1
95,2023-01-03 19:42:38,218,pepperoni_s,1
95,2023-01-03 19:42:38,219,super_supreme_l,1
96,2023-01-03 20:12:27,220,thai_ckn_s,1
97,2023-01-03 20:40:22,221,big_meat_s,1
98,2023-01-03 20:53:22,222,classic_dlx_l,1
98,2023-01-03 20:53:22,223,five_cheese_l,1
99,2023-01-04 11:22:31,224,big_meat_l,1
100,2023-01-04 11:38:45,225,hawaiian_l,1
101,2023-01-04 11:58:28,226,hawaiian_m,1
101,2023-01-04 11:58:28,227,pepperoni_l,1
101,2023-01-04 11:58:28,228,prsc_rucola_l,1
101,2023-01-04 11:58:28,229,thai_ckn_l,1
102,2023-01-04 12:01:03,230,bbq_ckn_s,1
102,2023-01-04 12:01:03,231,hawaiian_s,1
103,2023-01-04 12:09:59,232,bulgogi_s,1
104,2023-01-04 12:14:54,233,bbq_ckn_m,1
104,2023-01-04 12:14:54,234,bulgogi_m,1
104,2023-01-04 12:14:54,235,pepperoni_m,1
104,2023-01-04 12:14:54,236,super_supreme_l,1
105,2023-01-04 12:34:06,237,hawaiian_s,2
105,2023-01-04 12:34:06,238,pepperoni_l,1
105,2023-01-04 12:34:06,239,prsc_rucola_m,1
106,2023-01-04 12:41:37,240,potato_l,1
106,2023-01-04 12:41:37,241,super_supreme_l,1
107,2023-01-04 12:44:37,242,classic_dlx_m,1
107,2023-01-04 12:44:37,243,pepperoni_l,2
107,2023-01-04 12:44:37,244,potato_l,1
108,2023-01-04 12:48:36,245,bulgogi_l,1
108,2023-01-04 12:48:36,246,classic_dlx_l,1
108,2023-01-04 12:48:36,247,hawaiian_l,1
109,2023-01-04 13:04:18,248,bbq_ckn_l,1
109,2023-01-04 13:04:18,249,pepperoni_m,1
109,2023-01-04 13:04:18,250,prsc_rucola_l,1
109,2023-01-04 13:04:18,251,super_supreme_l,1
110,2023-01-04 13:07:42,252,big_meat_s,1
110,2023-01-04 13:07:42,253,classic_dlx_l,1
110,2023-01-04 13:07:42,254,pepperoni_l,1
110,2023-01-04 13:07:42,255,potato_s,1
111,2023-01-04 13:16:45,256,five_cheese_l,1
111,2023-01-04 13:16:45,257,pepperoni_m,2
111,2023-01-04 13:16:45,258,spin_pesto_l,1
112,2023-01-04 13:29:39,259,pepperoni_s,1
113,2023-01-04 13:34:19,260,big_meat_l,1
113,2023-01-04 13:34:19,261,hawaiian_l,1
113,2023-01-04 13:34:19,262,spin_pesto_m,1
114,2023-01-04 14:40:24,263,pepperoni_l,1
114,2023-01-04 14:40:24,264,potato_s,1
115,2023-01-04 14:43:46,265,big_meat_s,1
115,2023-01-04 14:43:46,266,hawaiian_l,1
115,2023-01-04 14:43:46,267,thai_ckn_m,1
116,2023-01-04 14:52:25,268,five_cheese_l,1
117,2023-01-04 15:13:40,269,big_meat_l,1
117,2023-01-04 15:13:40,270,potato_m,1
118,2023-01-04 15:28:07,271,bbq_ckn_s,1
118,2023-01-04 15:28:07,272,green_garden_l,1
119,2023-01-04 15:35:37,273,pepperoni_m,1
120,2023-01-04 15:52:16,274,classic_dlx_s,1
120,2023-01-04 15:52:16,275,five_cheese_l,1
120,2023-01-04 15:52:16,276,hawaiian_s,1
121,2023-01-04 15:52:48,277,bbq_ckn_l,1
121,2023-01-04 15:52:48,278,bbq_ckn_m,1
121,2023-01-04 15:52:48,279,pepperoni_l,1
121,2023-01-04 15:52:48,280,potato_l,1
122,2023-01-04 16:01:07,281,five_cheese_m,1
123,2023-01-04 16:06:42,282,potato_s,1
124,2023-01-04 16:30:34,283,bbq_ckn_s,1
124,2023-01-04 16:30:34,284,big_meat_s,1
124,2023-01-04 16:30:34,285,green_garden_l,1
124,2023-01-04 16:30:34,286,spin_pesto_l,1
125,2023-01-04 16:30:41,287,five_cheese_l,1
126,2023-01-04 16:31:16,288,big_meat_l,1
127,2023-01-04 16:31:27,289,pepperoni_m,1
128,2023-01-04 16:37:14,290,classic_dlx_s,1
129,2023-01-04 16:44:35,291,big_meat_s,1
129,2023-01-04 16:44:35,292,bulgogi_m,1
130,2023-01-04 16:46:41,293,five_cheese_l,1
130,2023-01-04 16:46:41,294,five_cheese_m,1
130,2023-01-04 16:46:41,295,hawaiian_s,1
130,2023-01-04 16:46:41,296,potato_s,1
131,2023-01-04 17:16:32,297,five_cheese_l,1
131,2023-01-04 17:16:32,298,green_garden_s,2
131,2023-01-04 17:16:32,299,hawaiian_l,1
132,2023-01-04 17:17:26,300,pepperoni_s,1
133,2023-01-04 17:21:24,301,bbq_ckn_l,1
133,2023-01-04 17:21:24,302,classic_dlx_s,1
133,2023-01-04 17:21:24,303,hawaiian_l,1
134,2023-01-04 17:22:08,304,bbq_ckn_s,1
134,2023-01-04 17:22:08,305,big_meat_s,1
134,2023-01-04 17:22:08,306,spin_pesto_l,1
135,2023-01-04 17:36:51,307,green_garden_l,1
136,2023-01-04 17:47:46,308,five_cheese_l,1
136,2023-01-04 17:47:46,309,hawaiian_s,1
137,2023-01-04 17:53:14,310,green_garden_m,1
137,2023-01-04 17:53:14,311,hawaiian_l,1
137,2023-01-04 17:53:14,312,pepperoni_s,1
138,2023-01-04 18:01:42,313,bbq_ckn_l,1
138,2023-01-04 18:01:42,314,big_meat_l,1
138,2023-01-04 18:01:42,315,hawaiian_m,1
138,2023-01-04 18:01:42,316,pepperoni_m,1
139,2023-01-04 18:07:03,317,five_cheese_l,1
140,2023-01-04 18:07:19,318,five_cheese_s,1
140,2023-01-04 18:07:19,319,super_supreme_m,1
141,2023-01-04 18:09:28,320,classic_dlx_m,1
142,2023-01-04 18:18:30,321,green_garden_m,1
143,2023-01-04 18:28:04,322,classic_dlx_s,1
143,2023-01-04 18:28:04,323,five_cheese_m,1
143,2023-01-04 18:28:04,324,hawaiian_l,1
143,2023-01-04 18:28:04,325,pepperoni_l,1
143,2023-01-04 18:28:04,326,potato_s,1
143,2023-01-04 18:28:04,327,prsc_rucola_s,1
143,2023-01-04 18:28:04,328,thai_ckn_l,1
143,2023-01-04 18:28:04,329,thai_ckn_m,1
144,2023-01-04 18:28:05,330,bbq_ckn_l,1
144,2023-01-04 18:28:05,331,bbq_ckn_m,3
144,2023-01-04 18:28:05,332,big_meat_s,2
144,2023-01-04 18:28:05,333,bulgogi_s,1
144,2023-01-04 18:28:05,334,five_cheese_l,1
144,2023-01-04 18:28:05,335,five_cheese_m,1
144,2023-01-04 18:28:05,336,hawaiian_l,2
144,2023-01-04 18:28:05,337,potato_l,1
144,2023-01-04 18:28:05,338,thai_ckn_l,1
144,2023-01-04 18:28:05,339,thai_ckn_m,1
145,2023-01-04 18:36:06,340,hawaiian_s,1
146,2023-01-04 18:37:20,341,hawaiian_l,1
146,2023-01-04 18:37:20,342,hawaiian_m,2
147,2023-01-04 18:38:38,343,thai_ckn_l,1
148,2023-01-04 18:40:22,344,thai_ckn_s,1
149,2023-01-04 18:46:11,345,potato_m,1
150,2023-01-04 18:52:10,346,pepperoni_m,1
151,2023-01-04 19:02:33,347,hawaiian_l,1
151,2023-01-04 19:02:33,348,thai_ckn_s,1
152,2023-01-04 19:05:04,349,hawaiian_l,1
152,2023-01-04 19:05:04,350,hawaiian_s,1
152,2023-01-04 19:05:04,351,pepperoni_m,1
152,2023-01-04 19:05:04,352,thai_ckn_s,1
153,2023-01-04 19:06:29,353,prsc_rucola_m,1
154,2023-01-04 19:16:54,354,pepperoni_s,1
155,2023-01-04 19:17:49,355,five_cheese_l,1
155,2023-01-04 19:17:49,356,hawaiian_l,1
155,2023-01-04 19:17:49,357,pepperoni_l,1
155,2023-01-04 19:17:49,358,thai_ckn_s,1
156,2023-01-04 19:18:44,359,prsc_rucola_m,1
156,2023-01-04 19:18:44,360,thai_ckn_l,1
157,2023-01-04 19:19:26,361,spin_pesto_m,1
157,2023-01-04 19:19:26,362,thai_ckn_l,1
157,2023-01-04 19:19:26,363,thai_ckn_m,2
158,2023-01-04 19:22:31,364,super_supreme_m,1
158,2023-01-04 19:22:31,365,thai_ckn_m,1
159,2023-01-04 19:35:53,366,big_meat_l,1
159,2023-01-04 19:35:53,367,thai_ckn_m,1
160,2023-01-04 19:46:24,368,classic_dlx_m,1
161,2023-01-04 19:51:52,369,big_meat_l,1
161,2023-01-04 19:51:52,370,green_garden_m,1
161,2023-01-04 19:51:52,371,hawaiian_s,1
162,2023-01-04 19:52:09,372,big_meat_s,1
163,2023-01-04 20:02:57,373,hawaiian_m,2
163,2023-01-04 20:02:57,374,pepperoni_l,1
164,2023-01-04 20:27:23,375,bulgogi_l,1
164,2023-01-04 20:27:23,376,pepperoni_m,1
165,2023-01-04 20:43:46,377,super_supreme_m,1
166,2023-01-04 20:44:43,378,bulgogi_s,1
167,2023-01-04 20:51:07,379,bbq_ckn_l,1
167,2023-01-04 20:51:07,380,hawaiian_m,1
167,2023-01-04 20:51:07,381,pepperoni_m,1
168,2023-01-04 21:14:37,382,big_meat_s,1
168,2023-01-04 21:14:37,383,spin_pesto_m,1
169,2023-01-04 21:23:10,384,bulgogi_m,1
169,2023-01-04 21:23:10,385,pepperoni_l,1
169,2023-01-04 21:23:10,386,potato_s,1
170,2023-01-04 22:09:54,387,hawaiian_l,1
171,2023-01-04 23:02:05,388,five_cheese_m,1
172,2023-01-05 11:38:36,389,big_meat_s,1
172,2023-01-05 11:38:36,390,pepperoni_m,1
172,2023-01-05 11:38:36,391,thai_ckn_l,1
173,2023-01-05 11:57:40,392,bulgogi_m,1
173,2023-01-05 11:57:40,393,classic_dlx_m,1
173,2023-01-05 11:57:40,394,green_garden_l,1
174,2023-01-05 12:12:28,395,big_meat_s,1
174,2023-01-05 12:12:28,396,hawaiian_l,1
174,2023-01-05 12:12:28,397,pepperoni_m,1
174,2023-01-05 12:12:28,398,super_supreme_m,1
175,2023-01-05 12:16:31,399,bbq_ckn_l,1
176,2023-01-05 12:21:30,400,bbq_ckn_m,1
176,2023-01-05 12:21:30,401,spin_pesto_l,1
177,2023-01-05 12:29:36,402,hawaiian_s,1
177,2023-01-05 12:29:36,403,thai_ckn_l,1
178,2023-01-05 12:50:37,404,pepperoni_l,1
179,2023-01-05 12:51:37,405,big_meat_m,1
179,2023-01-05 12:51:37,406,hawaiian_l,1
179,2023-01-05 12:51:37,407,hawaiian_s,1
180,2023-01-05 12:52:01,408,classic_dlx_l,1
180,2023-01-05 12:52:01,409,hawaiian_l,1
181,2023-01-05 13:00:15,410,hawaiian_l,1
182,2023-01-05 13:02:59,411,potato_s,1
182,2023-01-05 13:02:59,412,super_supreme_l,1
183,2023-01-05 13:04:41,413,five_cheese_m,1
183,2023-01-05 13:04:41,414,spin_pesto_l,1
183,2023-01-05 13:04:41,415,spin_pesto_s,1
184,2023-01-05 13:11:55,416,hawaiian_l,1
185,2023-01-05 13:14:19,417,green_garden_m,1
185,2023-01-05 13:14:19,418,spin_pesto_s,1
186,2023-01-05 13:33:00,419,bulgogi_l,1
186,2023-01-05 13:33:00,420,spin_pesto_l,1
186,2023-01-05 13:33:00,421,thai_ckn_l,2
187,2023-01-05 13:34:07,422,five_cheese_l,1
187,2023-01-05 13:34:07,423,spin_pesto_l,1
188,2023-01-05 13:53:00,424,five_cheese_l,1
188,2023-01-05 13:53:00,425,pepperoni_s,1
188,2023-01-05 13:53:00,426,prsc_rucola_l,1
189,2023-01-05 13:57:08,427,big_meat_s,2
189,2023-01-05 13:57:08,428,thai_ckn_s,1
190,2023-01-05 13:59:09,429,bbq_ckn_l,1
190,2023-01-05 13:59:09,430,big_meat_s,1
190,2023-01-05 13:59:09,431,bulgogi_m,1
190,2023-01-05 13:59:09,432,spin_pesto_l,1
191,2023-01-05 14:03:08,433,green_garden_m,1
191,2023-01-05 14:03:08,434,thai_ckn_l,1
192,2023-01-05 14:14:29,435,green_garden_s,1
192,2023-01-05 14:14:29,436,prsc_rucola_l,1
193,2023-01-05 14:16:26,437,big_meat_s,1
193,2023-01-05 14:16:26,438,classic_dlx_l,2
193,2023-01-05 14:16:26,439,potato_m,1
194,2023-01-05 14:19:03,440,bbq_ckn_s,1
195,2023-01-05 14:23:01,441,bbq_ckn_l,1
196,2023-01-05 14:44:44,442,big_meat_s,1
196,2023-01-05 14:44:44,443,bulgogi_m,1
196,2023-01-05 14:44:44,444,thai_ckn_m,1
197,2023-01-05 14:54:26,445,hawaiian_l,1
197,2023-01-05 14:54:26,446,pepperoni_l,1
197,2023-01-05 14:54:26,447,super_supreme_l,2
198,2023-01-05 15:11:17,448,big_meat_s,1
198,2023-01-05 15:11:17,449,spin_pesto_l,1
199,2023-01-05 15:35:46,450,prsc_rucola_m,1
200,2023-01-05 15:41:01,451,bulgogi_l,1
201,2023-01-05 15:41:25,452,hawaiian_l,2
201,2023-01-05 15:41:25,453,pepperoni_l,1
201,2023-01-05 15:41:25,454,pepperoni_m,1
202,2023-01-05 15:50:18,455,potato_s,1
203,2023-01-05 15:53:18,456,five_cheese_m,1
203,2023-01-05 15:53:18,457,hawaiian_l,2
203,2023-01-05 15:53:18,458,super_supreme_s,1
204,2023-01-05 15:54:08,459,bulgogi_l,1
205,2023-01-05 16:21:21,460,big_meat_s,1
205,2023-01-05 16:21:21,461,classic_dlx_m,1
205,2023-01-05 16:21:21,462,potato_s,1
206,2023-01-05 16:32:04,463,big_meat_m,1
206,2023-01-05 16:32:04,464,pepperoni_s,1
206,2023-01-05 16:32:04,465,super_supreme_l,1
207,2023-01-05 16:54:09,466,pepperoni_l,1
208,2023-01-05 16:56:09,467,bbq_ckn_l,1
208,2023-01-05 16:56:09,468,bbq_ckn_s,1
208,2023-01-05 16:56:09,469,classic_dlx_m,1
208,2023-01-05 16:56:09,470,pepperoni_m,1
208,2023-01-05 16:56:09,471,super_supreme_m,1
209,2023-01-05 17:03:00,472,pepperoni_l,1
210,2023-01-05 17:07:23,473,pepperoni_s,1
211,2023-01-05 17:14:36,474,pepperoni_s,1
212,2023-01-05 17:15:20,475,five_cheese_l,1
213,2023-01-05 17:28:09,476,classic_dlx_l,1
214,2023-01-05 17:38:34,477,bbq_ckn_l,1
214,2023-01-05 17:38:34,478,pepperoni_m,1
214,2023-01-05 17:38:34,479,pepperoni_s,1
214,2023-01-05 17:38:34,480,spin_pesto_m,1
215,2023-01-05 17:54:20,481,green_garden_s,1
216,2023-01-05 17:55:48,482,bbq_ckn_m,1
216,2023-01-05 17:55:48,483,five_cheese_l,1
216,2023-01-05 17:55:48,484,hawaiian_l,1
217,2023-01-05 18:25:51,485,big_meat_s,1
217,2023-01-05 18:25:51,486,classic_dlx_m,1
218,2023-01-05 18:26:34,487,bbq_ckn_m,1
219,2023-01-05 18:26:42,488,bbq_ckn_l,1
219,2023-01-05 18:26:42,489,five_cheese_l,1
219,2023-01-05 18:26:42,490,hawaiian_m,1
219,2023-01-05 18:26:42,491,potato_m,1
220,2023-01-05 18:33:00,492,five_cheese_s,1
220,2023-01-05 18:33:00,493,hawaiian_l,1
220,2023-01-05 18:33:00,494,hawaiian_s,1
220,2023-01-05 18:33:00,495,pepperoni_l,1
221,2023-01-05 18:41:01,496,classic_dlx_s,1
221,2023-01-05 18:41:01,497,five_cheese_l,1
221,2023-01-05 18:41:01,498,green_garden_m,1
222,2023-01-05 18:48:28,499,bulgogi_l,1
222,2023-01-05 18:48:28,500,hawaiian_s,1
223,2023-01-05 18:53:02,501,pepperoni_s,1
224,2023-01-05 18:54:17,502,green_garden_m,1
224,2023-01-05 18:54:17,503,hawaiian_s,1
224,2023-01-05 18:54:17,504,super_supreme_m,1
224,2023-01-05 18:54:17,505,thai_ckn_l,1
225,2023-01-05 19:01:45,506,bbq_ckn_l,1
225,2023-01-05 19:01:45,507,bbq_ckn_m,1
225,2023-01-05 19:01:45,508,big_meat_s,1
226,2023-01-05 19:03:19,509,classic_dlx_l,1
227,2023-01-05 19:07:00,510,bbq_ckn_m,1
227,2023-01-05 19:07:00,511,spin_pesto_m,1
228,2023-01-05 19:10:51,512,bbq_ckn_s,1
229,2023-01-05 19:30:40,513,pepperoni_l,1
